loan_id,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage,LGD,EAD,balance_to_original_ratio,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,PD_12month,years_remaining,PD_lifetime,PD_used,ECL
4154,2022-09-06,694,676,1325.28,636.37,,10.33,2,0,0,28.3,,-18,Stage 1,0.896,636.37,0.48,0,0,True,False,True,False,True,False,False,0.27513323733007733,2.6416666666666666,0.5725860335667545,0.27513323733007733,156.88
4155,2022-10-11,732,722,14193.39,8049.53,,3.0,2,0,0,27.1,,-10,Stage 1,0.438,8049.53,0.567,0,0,True,False,True,False,False,False,False,0.19725349520669425,2.7416666666666667,0.4524978311924506,0.19725349520669425,695.46
4156,2024-11-28,632,610,9051.77,8898.62,,14.74,20,0,0,1.1,,-22,Stage 1,0.635,8898.62,0.983,0,0,True,False,False,True,False,True,False,0.5533118124071622,4.908333333333333,0.9808528004457806,0.5533118124071622,3126.56
4157,2024-05-30,498,465,39398.96,32643.9,,6.15,104,0,1,7.2,,-33,Stage 3,0.802,32643.9,0.829,0,1,True,True,False,False,True,False,False,0.9801799098767162,4.4,0.9999999678437979,0.9999999678437979,26180.41
4158,2021-08-17,720,710,11280.94,1128.09,2938.42,9.63,2,0,0,41.1,0.384,-10,Stage 1,0.49,2033.26,0.1,0,0,False,True,False,False,False,False,False,0.26441811623465294,1.5749999999999997,0.38348469290732135,0.26441811623465294,263.44
4159,2023-09-25,735,730,10378.85,5739.93,10246.41,10.53,1,0,0,15.5,0.56,-5,Stage 1,0.851,7993.17,0.553,0,0,False,False,False,True,True,False,False,0.16669301437764844,3.708333333333333,0.49146760351013574,0.16669301437764844,1133.88
4160,2024-08-22,692,667,14349.44,12496.66,,9.21,5,0,0,4.4,,-25,Stage 1,0.422,12496.66,0.871,0,0,True,False,True,False,False,False,False,0.31891016147011153,4.633333333333333,0.831274629347023,0.31891016147011153,1681.8
4161,2021-04-29,696,692,20717.4,2071.74,,8.66,6,0,0,44.8,,-4,Stage 1,0.88,2071.74,0.1,0,0,True,False,True,False,True,False,False,0.2916479623312314,1.266666666666667,0.35387642568987754,0.2916479623312314,531.71
4162,2023-07-27,646,639,2376.5,1370.12,,7.08,15,0,0,17.5,,-7,Stage 1,0.937,1370.12,0.577,0,0,True,True,False,False,False,False,True,0.5274873097274168,3.541666666666667,0.9297120197585896,0.5274873097274168,677.19
4163,2021-11-20,710,696,3858.53,1825.26,,7.46,2,0,0,37.9,,-14,Stage 1,0.482,1825.26,0.473,0,0,True,False,False,False,False,False,False,0.24725442110473603,1.8416666666666668,0.4073106459925733,0.24725442110473603,217.53
4164,2023-07-10,731,719,39542.39,27638.39,,12.57,0,0,0,18.0,,-12,Stage 1,0.853,27638.39,0.699,0,0,True,True,False,False,False,False,True,0.2038118399213845,3.5,0.5496449857612489,0.2038118399213845,4804.98
4165,2021-06-08,683,662,14854.08,3441.32,,5.95,8,0,0,43.4,,-21,Stage 1,0.467,3441.32,0.232,0,0,True,False,False,False,False,False,False,0.34993525501914347,1.3833333333333333,0.44886670452473965,0.34993525501914347,562.38
4166,2021-08-27,829,850,59037.91,5903.79,,9.16,15,0,0,40.8,,21,Stage 1,0.9,5903.79,0.1,0,0,True,False,True,False,False,False,True,0.03735319993509215,1.6,0.059092014429303896,0.03735319993509215,198.47
4167,2022-01-31,586,567,5942.78,1956.25,,11.13,37,0,0,35.5,,-19,Stage 2,0.481,1956.25,0.329,0,0,True,False,True,False,False,False,False,0.8222627162361846,2.0416666666666665,0.970603349423545,0.970603349423545,913.3
4168,2021-11-16,689,675,18960.67,6732.99,,5.84,8,1,0,38.1,,-14,Stage 2,0.845,6732.99,0.355,0,0,True,False,False,True,True,False,False,0.3286393971864215,1.8249999999999997,0.5167248880137711,0.5167248880137711,2939.84
4169,2024-04-27,609,579,15034.32,12894.55,,10.4,29,0,0,8.3,,-30,Stage 2,0.871,12894.55,0.858,0,0,True,False,True,False,False,False,True,0.6754671067315775,4.308333333333334,0.9921595740232301,0.9921595740232301,11143.1
4170,2021-11-05,732,714,32141.6,6025.06,,12.14,1,0,0,38.4,,-18,Stage 1,0.849,6025.06,0.187,0,0,True,False,False,False,True,False,False,0.1438799105814278,1.8000000000000003,0.24392924684035133,0.1438799105814278,735.99
4171,2021-09-06,585,566,3169.03,316.9,,10.06,40,0,0,40.4,,-19,Stage 2,0.499,316.9,0.1,0,0,True,True,False,False,False,False,False,0.8478032351694088,1.6333333333333333,0.9538049415562954,0.9538049415562954,150.83
4172,2022-06-22,599,571,39717.95,20920.25,50814.68,12.38,36,0,0,30.8,0.412,-28,Stage 2,0.808,35867.46,0.527,0,0,False,False,False,True,True,False,False,0.7685287539929571,2.433333333333333,0.9715809545226057,0.9715809545226057,28157.3
4173,2022-12-02,642,627,13966.63,6545.85,,8.88,23,0,0,25.4,,-15,Stage 1,0.446,6545.85,0.469,0,0,True,False,False,False,False,False,False,0.5722703149107301,2.8833333333333333,0.9135950917056895,0.5722703149107301,1670.71
4174,2022-01-29,695,696,12022.41,6287.17,,6.46,3,0,0,35.6,,1,Stage 1,0.848,6287.17,0.523,0,0,True,True,False,False,True,False,False,0.33475659580967176,2.033333333333333,0.5634233469301513,0.33475659580967176,1784.76
4175,2022-10-14,644,614,18692.98,3565.2,10447.51,8.54,15,0,0,27.0,0.341,-30,Stage 2,0.917,7006.36,0.191,0,0,False,True,False,False,False,False,True,0.5127970277505224,2.75,0.8615788971668901,0.8615788971668901,5535.5
4176,2023-10-15,644,618,11563.75,8039.08,20997.71,4.91,24,0,0,14.8,0.383,-26,Stage 1,0.439,14518.4,0.695,0,0,False,True,False,False,False,False,False,0.6078225871658414,3.7666666666666666,0.9705703990005323,0.6078225871658414,3874.0
4177,2022-02-10,669,658,14322.01,7004.08,,16.13,7,0,0,35.2,,-11,Stage 1,0.844,7004.08,0.489,0,0,True,False,True,False,True,False,False,0.413498652515686,2.0666666666666664,0.6680372939909272,0.413498652515686,2444.37
4178,2023-09-27,665,646,29221.62,19014.53,33880.09,8.98,12,0,0,15.4,0.561,-19,Stage 1,0.41,26447.31,0.651,0,0,False,True,False,False,False,False,False,0.5197033665205958,3.716666666666667,0.9344945954341641,0.5197033665205958,5635.35
4179,2024-04-19,769,764,5301.55,4598.1,,3.35,3,0,0,8.6,,-5,Stage 1,0.459,4598.1,0.867,0,0,True,False,True,False,False,False,False,0.10748018575855219,4.283333333333333,0.3855594616800999,0.10748018575855219,226.84
4180,2021-01-21,721,720,18238.55,1823.85,,7.04,5,1,0,48.0,,-1,Stage 2,0.482,1823.85,0.1,0,0,True,True,False,False,False,False,False,0.27672313085946326,1.0,0.2767231308594633,0.2767231308594633,243.27
4181,2021-06-04,660,650,18690.01,6805.68,,8.4,12,0,0,43.6,,-10,Stage 1,0.645,6805.68,0.364,0,0,True,True,False,False,False,True,False,0.47829711146715814,1.3666666666666667,0.5890284454982024,0.47829711146715814,2099.56
4182,2023-05-17,805,803,41188.57,30876.62,,5.16,6,0,0,19.8,,-2,Stage 1,0.402,30876.62,0.75,0,0,True,False,True,False,False,False,False,0.08099853236505639,3.3499999999999996,0.24645483677008728,0.08099853236505639,1005.39
4183,2022-07-13,709,693,9766.32,5348.52,,5.13,5,0,0,30.1,,-16,Stage 1,0.854,5348.52,0.548,0,0,True,False,True,False,True,False,False,0.23586341337805142,2.4916666666666667,0.48843472114477904,0.23586341337805142,1077.34
4184,2021-07-13,621,598,1000.0,100.0,,7.97,28,0,0,42.3,,-23,Stage 1,0.7,100.0,0.1,0,0,True,False,False,False,False,True,False,0.6152962450098172,1.475,0.7556223538230447,0.6152962450098172,43.07
4185,2024-06-01,695,693,8615.47,7440.09,,10.62,6,1,0,7.1,,-2,Stage 2,0.841,7440.09,0.864,0,0,True,True,False,False,True,False,False,0.3312214320300799,4.408333333333333,0.830259160227603,0.830259160227603,5195.03
4186,2022-02-03,712,685,6793.45,771.39,,11.85,2,0,1,35.4,,-27,Stage 1,0.694,771.39,0.114,0,0,True,False,True,False,False,True,False,0.19836949167077844,2.0500000000000003,0.36445371250894265,0.19836949167077844,106.2
4187,2021-10-07,638,616,36342.14,14760.3,,12.35,18,0,0,39.4,,-22,Stage 1,0.416,14760.3,0.406,0,0,True,False,False,False,False,False,False,0.5857996886156658,1.7166666666666668,0.7797692846480007,0.5857996886156658,3596.98
4188,2023-09-07,616,599,1000.0,627.8,,7.23,27,0,0,16.1,,-17,Stage 1,0.946,627.8,0.628,0,0,True,False,False,False,False,False,True,0.6175376656469609,3.658333333333333,0.9702853771128632,0.6175376656469609,366.75
4189,2023-10-31,685,665,26298.09,19740.45,,3.0,5,0,0,14.3,,-20,Stage 1,0.859,19740.45,0.751,0,0,True,False,True,False,False,False,True,0.3186587530933829,3.8083333333333336,0.7680485135417869,0.3186587530933829,5403.51
4190,2024-10-31,658,627,16748.68,16076.9,31333.2,14.34,18,0,0,2.1,0.513,-31,Stage 2,0.414,23705.05,0.96,0,1,False,True,False,False,False,False,False,0.5595412739185597,4.825,0.9808643738068845,0.9808643738068845,9626.1
4191,2022-04-17,768,754,4017.82,401.78,912.49,8.35,4,0,0,33.0,0.44,-14,Stage 1,0.698,657.14,0.1,0,0,False,False,False,False,False,True,False,0.08627244966427498,2.25,0.18372288757293798,0.08627244966427498,39.57
4192,2021-06-01,724,719,17502.22,1750.22,4933.14,7.69,0,0,0,43.7,0.355,-5,Stage 1,0.883,3341.68,0.1,0,0,False,True,False,False,True,False,False,0.21714451473768337,1.358333333333333,0.2828926532685785,0.21714451473768337,640.73
4193,2024-02-22,641,620,1995.14,1681.97,,12.72,14,0,0,10.5,,-21,Stage 1,0.934,1681.97,0.843,0,0,True,True,False,False,False,False,True,0.522423597615624,4.125,0.9525701450992979,0.522423597615624,820.71
4194,2023-03-13,705,675,21443.76,10079.77,20432.69,8.06,3,0,0,22.0,0.493,-30,Stage 2,0.43,15256.23,0.47,0,0,False,False,False,False,False,False,False,0.25149541471236214,3.166666666666667,0.6004089003934583,0.6004089003934583,3938.79
4195,2022-07-07,756,746,11762.4,7328.06,,10.47,2,0,0,30.3,,-10,Stage 1,0.442,7328.06,0.623,0,0,True,False,True,False,False,False,False,0.14194925094458374,2.475,0.3153878339921157,0.14194925094458374,459.77
4196,2024-12-18,596,583,1156.6,1121.96,,9.74,36,0,1,0.5,,-13,Stage 2,0.69,1121.96,0.97,0,0,True,True,False,False,False,True,False,0.750949414791953,4.958333333333333,0.9989847043686169,0.9989847043686169,773.37
4197,2022-12-31,618,594,3683.4,1186.15,,5.29,36,0,0,24.4,,-24,Stage 2,0.94,1186.15,0.322,0,0,True,False,False,True,False,False,True,0.6501433322795884,2.966666666666667,0.9556519909594064,0.9556519909594064,1065.53
4198,2022-05-28,679,670,21947.61,3237.91,,5.74,11,0,0,31.6,,-9,Stage 1,0.469,3237.91,0.148,0,0,True,False,True,False,False,False,False,0.3929129938492004,2.3666666666666667,0.693078565917149,0.3929129938492004,596.67
4199,2023-10-10,682,667,42478.22,27983.19,,8.33,4,0,0,15.0,,-15,Stage 1,0.853,27983.19,0.659,0,0,True,False,False,False,False,False,True,0.3286722495084126,3.75,0.7756093536674074,0.3286722495084126,7845.3
4200,2021-06-20,676,669,43310.62,17245.2,,8.95,10,1,0,43.0,,-7,Stage 2,0.812,17245.2,0.398,0,0,True,False,False,True,True,False,False,0.41242833776694476,1.4166666666666665,0.5292002829945756,0.5292002829945756,7410.45
4201,2023-04-30,661,650,27084.88,16067.73,40159.49,7.13,7,0,0,20.4,0.4,-11,Stage 1,0.414,28113.61,0.593,0,0,False,True,False,False,False,False,False,0.5321591204218161,3.3,0.9184687778206008,0.5321591204218161,6193.82
4202,2023-03-05,660,643,2768.41,1587.86,,7.11,16,0,0,22.3,,-17,Stage 1,0.485,1587.86,0.574,0,0,True,False,True,False,False,False,False,0.48483298242320205,3.1416666666666666,0.8755379952587757,0.48483298242320205,373.38
4203,2021-05-05,703,682,30169.39,5597.83,,8.78,4,0,0,44.6,,-21,Stage 1,0.852,5597.83,0.186,0,0,True,False,False,True,True,False,False,0.24277727377986924,1.2833333333333332,0.3001520882475568,0.24277727377986924,1157.89
4204,2021-06-24,748,747,46980.61,4698.06,7671.75,6.89,1,0,0,42.9,0.612,-1,Stage 1,0.458,6184.91,0.1,0,0,False,False,True,False,False,False,False,0.14858696221485626,1.4250000000000003,0.2048484273729505,0.14858696221485626,420.9
4205,2022-05-19,651,618,36091.08,7541.3,,11.68,14,0,0,31.9,,-33,Stage 2,0.641,7541.3,0.209,0,1,True,True,False,False,False,True,False,0.47775976975803836,2.341666666666667,0.781552870363104,0.781552870363104,3778.01
4206,2024-11-09,826,836,16831.14,16372.38,,9.91,8,0,0,1.8,,10,Stage 1,0.814,16372.38,0.973,0,0,True,False,True,False,True,False,False,0.044950798138715026,4.85,0.19993574424141158,0.044950798138715026,599.06
4207,2022-12-12,797,807,4686.02,1959.54,,7.42,2,0,0,25.0,,10,Stage 1,0.681,1959.54,0.418,0,0,True,False,False,True,False,True,False,0.06131427535203416,2.9166666666666665,0.16852226951721871,0.06131427535203416,81.82
4208,2021-04-16,759,750,29145.04,6369.21,,10.77,2,0,0,45.2,,-9,Stage 1,0.847,6369.21,0.219,0,0,True,False,True,False,True,False,False,0.11280521986718044,1.233333333333333,0.1372398588923185,0.11280521986718044,608.55
4209,2022-06-12,717,696,12561.87,8515.69,,12.99,2,0,0,31.1,,-21,Stage 1,0.836,8515.69,0.678,0,0,True,False,False,False,True,False,False,0.19515030597919492,2.408333333333333,0.40717055029946625,0.19515030597919492,1389.3
4210,2021-02-07,800,811,12458.46,4678.46,,9.53,5,0,0,47.5,,11,Stage 1,0.658,4678.46,0.376,0,0,True,False,False,False,False,True,False,0.060584668771643514,1.0416666666666665,0.06302778594613634,0.060584668771643514,186.51
4211,2022-01-30,662,645,13106.98,2394.75,,4.66,10,0,0,35.6,,-17,Stage 1,0.877,2394.75,0.183,0,0,True,False,False,True,True,False,False,0.4203774494825421,2.033333333333333,0.6700900684890122,0.4203774494825421,882.87
4212,2023-07-10,630,607,13266.43,6982.81,,13.72,20,0,0,18.0,,-23,Stage 1,0.894,6982.81,0.526,0,0,True,False,True,False,False,False,True,0.5697602872836728,3.5,0.9477619770195244,0.5697602872836728,3556.8
4213,2022-04-22,648,631,4313.47,2721.68,,14.01,13,0,0,32.8,,-17,Stage 1,0.674,2721.68,0.631,0,0,True,False,False,True,False,True,False,0.48712033150925166,2.266666666666667,0.7798585808559364,0.48712033150925166,893.58
4214,2022-12-23,619,591,9668.84,6536.65,,12.72,32,1,0,24.7,,-28,Stage 2,0.846,6536.65,0.676,0,0,True,False,True,False,True,False,False,0.6695309637466099,2.941666666666667,0.9615015693225518,0.9615015693225518,5317.11
4215,2021-11-11,687,658,39639.71,10537.7,,10.89,14,0,0,38.2,,-29,Stage 1,0.629,10537.7,0.266,0,0,True,True,False,False,False,True,False,0.32428255490360003,1.8166666666666664,0.5093859416836817,0.32428255490360003,2149.41
4216,2024-08-01,697,679,12919.11,12118.98,25955.59,10.52,4,0,0,5.1,0.467,-18,Stage 1,0.823,19037.28,0.938,0,0,False,False,False,False,True,False,False,0.2617613585860458,4.575,0.7505403898805362,0.2617613585860458,4101.19
4217,2024-07-11,692,679,9159.47,7937.5,,9.43,5,0,0,5.8,,-13,Stage 1,0.839,7937.5,0.867,0,0,True,True,False,False,True,False,False,0.3147005686392941,4.516666666666667,0.8185627961084437,0.3147005686392941,2095.77
4218,2024-12-23,679,664,5898.95,5835.97,,9.29,11,0,1,0.3,,-15,Stage 1,0.9,5835.97,0.989,0,0,True,False,True,False,False,False,True,0.3275127867709616,4.975,0.8610917454284618,0.3275127867709616,1720.22
4219,2021-12-31,687,656,5635.55,3133.23,,5.51,7,0,0,36.6,,-31,Stage 2,0.92,3133.23,0.556,0,1,True,True,False,False,False,False,True,0.33217084517638384,1.9499999999999997,0.5449098028110271,0.5449098028110271,1570.74
4220,2021-06-30,784,780,22028.2,2202.82,,5.58,5,0,0,42.7,,-4,Stage 1,0.929,2202.82,0.1,0,0,True,False,False,True,False,False,True,0.07198550653637456,1.4416666666666664,0.10210660367014157,0.07198550653637456,147.31
4221,2023-01-04,717,724,16456.22,5856.46,,6.36,3,0,0,24.3,,7,Stage 1,0.85,5856.46,0.356,0,0,True,False,False,True,True,False,False,0.2244358932227319,2.975,0.5305247926428347,0.2244358932227319,1117.24
4222,2023-05-26,735,728,15178.44,10692.14,,3.0,2,0,0,19.5,,-7,Stage 1,0.878,10692.14,0.704,0,0,True,False,True,False,False,False,True,0.15827169937738975,3.375,0.44094406629513894,0.15827169937738975,1485.81
4223,2023-09-21,691,686,21472.32,15051.82,38708.37,5.26,7,0,0,15.6,0.389,-5,Stage 1,0.616,26880.1,0.701,0,0,False,False,False,False,False,True,False,0.29932213996634577,3.7,0.731825140876861,0.29932213996634577,4956.22
4224,2022-10-23,583,561,26376.47,11176.28,23936.91,8.98,45,0,0,26.7,0.467,-22,Stage 2,0.826,17556.6,0.424,0,0,False,False,False,True,True,False,False,0.8188267368205955,2.775,0.9912660410593299,0.9912660410593299,14375.09
4225,2021-09-01,571,535,13593.95,7829.42,,3.0,46,0,1,40.6,,-36,Stage 2,0.64,7829.42,0.576,0,1,True,False,False,False,False,True,False,0.8267069608014034,1.6166666666666667,0.941201965586152,0.941201965586152,4716.2
4226,2021-11-09,804,800,23837.75,2383.77,5465.48,6.14,6,0,0,38.3,0.436,-4,Stage 1,0.927,3924.62,0.1,0,0,False,False,True,False,False,False,True,0.053073614151268725,1.8083333333333336,0.09390897648519891,0.053073614151268725,193.09
4227,2021-03-17,648,633,7669.55,3703.03,,8.31,11,0,0,46.2,,-15,Stage 1,0.865,3703.03,0.483,0,0,True,False,False,False,True,False,False,0.48799710798410434,1.15,0.5369122677353748,0.48799710798410434,1563.11
4228,2021-09-19,642,617,29117.38,13252.82,,6.7,24,0,0,40.0,,-25,Stage 1,0.62,13252.82,0.455,0,0,True,False,True,False,False,True,False,0.5417935758279725,1.6666666666666665,0.7276659426824574,0.5417935758279725,4451.78
4229,2021-08-19,694,693,11328.96,1132.9,,8.0,10,0,0,41.0,,-1,Stage 1,0.49,1132.9,0.1,0,0,True,True,False,False,False,False,False,0.38448616884415604,1.5833333333333335,0.536240083411165,0.38448616884415604,213.44
4230,2022-12-04,713,700,43026.54,14047.26,,9.86,1,0,0,25.3,,-13,Stage 1,0.618,14047.26,0.326,0,0,True,False,True,False,False,True,False,0.20145659896780022,2.8916666666666666,0.47822904270248645,0.20145659896780022,1748.89
4231,2024-11-04,720,719,12623.19,12032.13,33115.9,11.88,3,0,0,1.9,0.363,-1,Stage 1,0.823,22574.02,0.953,0,0,False,True,False,False,True,False,False,0.24143918821641747,4.841666666666667,0.7376062216179868,0.24143918821641747,4485.56
4232,2022-10-08,786,789,4826.03,1107.93,,6.79,3,0,0,27.2,,3,Stage 1,0.491,1107.93,0.23,0,0,True,False,True,False,False,False,False,0.08953919583793224,2.7333333333333334,0.22616667719477146,0.08953919583793224,48.71
4233,2024-08-25,770,772,16631.46,14504.53,,8.09,0,0,0,4.3,,2,Stage 1,0.867,14504.53,0.872,0,0,True,False,False,True,False,False,True,0.09432596813489584,4.641666666666667,0.3686386756808122,0.09432596813489584,1186.19
4234,2024-11-12,631,604,12004.15,11479.12,23337.84,3.0,14,0,1,1.7,0.492,-27,Stage 1,0.875,17408.48,0.956,0,0,False,False,False,True,False,False,True,0.5473231134529644,4.858333333333333,0.9787330640878885,0.5473231134529644,8337.06
4235,2023-01-27,738,742,3672.36,1743.6,,10.78,1,0,0,23.5,,4,Stage 1,0.683,1743.6,0.475,0,0,True,False,False,False,False,True,False,0.14089045966560926,3.041666666666667,0.36991716552562026,0.14089045966560926,167.78
4236,2024-09-10,656,661,44423.33,42569.85,,6.41,11,0,0,3.8,,5,Stage 1,0.85,42569.85,0.958,0,0,True,False,True,False,False,False,True,0.5521535227945849,4.683333333333334,0.9767661288191747,0.5521535227945849,19979.33
4237,2023-04-22,671,646,11512.32,4849.9,,10.03,11,0,0,20.7,,-25,Stage 1,0.657,4849.9,0.421,0,0,True,False,True,False,False,True,False,0.3563599471579747,3.2750000000000004,0.7637857859571837,0.3563599471579747,1135.5
4238,2023-05-29,614,600,3633.19,2521.29,6047.33,8.05,39,0,1,19.4,0.417,-14,Stage 2,0.676,4284.31,0.694,0,0,False,False,True,False,False,True,False,0.6936078790815029,3.3833333333333337,0.9817229602626099,0.9817229602626099,2843.26
4239,2024-09-28,578,550,11807.23,11140.99,31922.91,15.7,49,1,0,3.2,0.349,-28,Stage 2,0.626,21531.95,0.944,0,0,False,False,False,False,False,True,False,0.8139699521955516,4.733333333333333,0.9996511061380983,0.9996511061380983,13474.3
4240,2022-05-31,678,655,7828.72,2788.9,,14.49,11,0,0,31.5,,-23,Stage 1,0.673,2788.9,0.356,0,0,True,False,False,True,False,True,False,0.3408530773233178,2.375,0.6283939349973663,0.3408530773233178,639.76
4241,2022-03-18,622,589,8919.99,892.0,,10.89,26,0,0,34.0,,-33,Stage 2,0.893,892.0,0.1,0,1,True,False,True,False,True,False,False,0.6342638889475991,2.1666666666666665,0.8868823626168033,0.8868823626168033,706.45
4242,2022-08-06,735,719,17883.65,4223.4,,10.28,3,0,0,29.3,,-16,Stage 1,0.862,4223.4,0.236,0,0,True,False,False,False,True,False,False,0.14209486600671262,2.558333333333333,0.324359837725247,0.14209486600671262,517.31
4243,2021-09-19,663,639,6791.07,1339.23,3650.01,9.76,12,0,0,40.0,0.367,-24,Stage 1,0.488,2494.62,0.197,0,0,False,False,True,False,False,False,False,0.47824382045935077,1.6666666666666665,0.6618474482233541,0.47824382045935077,582.2
4244,2023-01-19,698,674,26208.11,9033.19,,7.62,7,1,0,23.8,,-24,Stage 2,0.435,9033.19,0.345,0,0,True,True,False,False,False,False,False,0.331897985573154,3.0166666666666666,0.7037836292329279,0.7037836292329279,2765.47
4245,2023-03-30,762,769,7608.53,3198.67,,6.68,2,0,0,21.4,,7,Stage 1,0.919,3198.67,0.42,0,0,True,False,True,False,False,False,True,0.10709487352041673,3.216666666666667,0.30536429760094885,0.10709487352041673,314.81
4246,2023-09-29,590,563,5659.96,4193.89,7421.65,6.18,42,0,0,15.3,0.565,-27,Stage 2,0.862,5807.77,0.741,0,0,False,True,False,False,True,False,False,0.799247625208873,3.7249999999999996,0.9974741295296938,0.9974741295296938,4993.65
